,from,to,distance,time
2,S25,S37,7059,887
2,S25,S38,4220,659
2,S25,S39,10160,999
2,S25,S40,9952,1474
2,S25,S41,11774,1364
2,S25,S42,7324,946
2,S25,S43,7723,956
2,S25,S44,12683,1504
2,S25,S45,11320,1295
2,S25,S46,10655,1152
2,S25,S47,10217,1173
2,S25,S48,6221,777
2,S25,S49,15811,1960
2,S25,S50,17896,1990
2,S25,S51,15375,1738
2,S25,S52,10445,1121
2,S25,S53,9414,1010
2,S25,S54,13297,1454
2,S25,S55,10963,1268
2,S25,S56,11256,1238
2,S25,S57,11911,1221
2,S25,S58,11788,1373
2,S25,S59,15708,1760
2,S25,S60,2039,261
2,S25,S61,5548,662
2,S25,S62,6255,676
2,S25,S63,13301,1508
2,S25,S64,15892,1761
2,S25,S65,6295,789
2,S25,S66,5924,648
2,S25,S67,4963,494
2,S25,S68,10122,1192
2,S25,S69,11004,1223
2,S25,S70,7935,1011
2,S25,S71,5069,606
2,S25,S72,6372,729
2,S25,S73,7911,853
2,S25,S74,4304,542
2,S25,S75,8587,1187
2,S25,S76,7754,962
2,S25,S77,8518,894
2,S25,S78,1982,223
2,S26,S54,13997,1497
2,S26,S55,11823,1386
2,S26,S56,12054,1410
2,S26,S57,12709,1442
2,S26,S58,12488,1475
2,S26,S59,16408,1851
2,S26,S60,2264,236
2,S26,S61,6248,773
2,S26,S62,6624,787
2,S26,S63,14001,1614
2,S26,S64,16592,1898
2,S26,S65,7806,992
2,S26,S66,6293,745
2,S26,S67,5332,609
2,S26,S68,8238,980
2,S26,S69,9120,974
2,S26,S70,8495,1022
2,S26,S71,5769,713
2,S26,S72,6270,765
2,S26,S73,8280,956
2,S26,S74,5109,615
2,S26,S75,9153,1146
2,S26,S76,7816,1108
2,S26,S77,8887,968
2,S26,S78,3097,363
2,S26,S79,14696,1752
2,S26,S80,16007,1805
2,S26,S81,15556,1786
2,S26,S82,14848,1874
2,S26,S83,16139,1872
2,S26,S84,9569,1226
2,S26,S85,13760,1640
2,S26,S86,15884,1931
2,S26,S87,14795,1867
2,S26,S88,12697,1662
2,S26,S89,10798,1402
2,S26,S90,12998,1523
2,S26,S91,9956,982
2,S26,S92,14903,1628
2,S26,S93,15231,1736
2,S26,S94,13615,1556
2,S26,S95,13680,1480
2,S26,S96,15456,1651
2,S26,S97,12285,1290
2,S26,S98,14746,1372
2,S26,S99,13840,1339
2,S26,S100,14079,1595
2,S26,S101,14699,1560
2,S26,S102,13330,1425
2,S26,S103,15807,1798
2,S26,S104,18352,1885
2,S26,S105,21776,2829
2,S26,S106,20697,2494
2,S26,S107,19732,2546
2,S26,S108,20558,2501
2,S26,S109,18469,2121
2,S26,S110,17971,2322
2,S26,S111,18605,2309
2,S26,S112,15724,1903
2,S26,S113,18878,1987
2,S26,S114,16487,2045
2,S26,S115,15997,1849
2,S26,S116,16337,1880
2,S26,S117,13624,1556
2,S26,S118,10882,1249
2,S26,S119,12688,1344
2,S26,S120,12567,1412
2,S26,S121,13346,1481
2,S26,S122,13086,1528
2,S27,W01320203,11427,1196
2,S27,S1,41380,2748
2,S27,S2,11302,1351
2,S27,S3,11302,1351
2,S27,S4,22169,1749
2,S27,S5,19020,1842
2,S27,S6,12607,1436
2,S27,S7,22638,1705
2,S27,S8,22843,1535
2,S27,S9,23108,1665
2,S27,S10,21877,1575
2,S27,S11,10854,1186
2,S27,S12,15791,1897
2,S27,S13,15508,1772
2,S27,S14,14933,1621
2,S27,S15,12236,1376
2,S27,S16,12154,1287
2,S27,S17,14284,1157
2,S27,S18,13243,1055
2,S27,S19,15931,1413
2,S27,S20,11357,1264
2,S27,S21,11736,1136
2,S27,S22,16404,1758
2,S27,S23,13192,1440
2,S27,S24,6139,596
2,S27,S25,4500,495
2,S27,S26,5701,671
2,S27,S28,2165,235
2,S28,S3,12726,1511
2,S28,S4,21921,1745
2,S28,S5,20444,2000
2,S28,S6,11697,1368
2,S28,S7,22390,1676
2,S28,S8,22595,1575
2,S28,S9,22860,1664
2,S28,S10,21629,1550
2,S28,S11,9592,1066
2,S28,S12,14364,1725
2,S28,S13,14081,1726
2,S28,S14,13876,1535
2,S28,S15,10974,1207
2,S28,S16,10908,1188
2,S28,S17,14036,1177
2,S28,S18,12995,1035
2,S28,S19,15540,1411
2,S28,S20,10095,1146
2,S28,S21,12485,1218
2,S28,S22,15142,1577
2,S28,S23,11930,1294
2,S28,S24,7563,777
2,S28,S25,4644,534
2,S28,S26,5562,723
2,S28,S27,1424,154
2,S28,S29,956,102
2,S28,S30,1689,337
2,S28,S31,3189,364
2,S28,S32,3228,387
2,S28,S33,3688,405
2,S28,S34,4509,525
2,S28,S35,2063,239
2,S28,S36,8095,890
2,S28,S37,8306,924
2,S28,S38,2086,335
2,S28,S39,12233,1193
2,S28,S40,11199,1575
2,S28,S41,11220,1322
2,S28,S42,8645,974
2,S28,S43,8970,1059
2,S28,S44,13528,1705
2,S28,S45,10766,1200
2,S28,S46,12728,1350
2,S28,S47,12290,1371
2,S28,S48,8294,940
2,S28,S49,13496,1610
2,S28,S50,15581,1698
2,S28,S51,13167,1526
2,S28,S52,9764,1008
2,S28,S53,7378,774
2,S28,S54,10383,1082
2,S28,S55,8154,911
2,S28,S56,8545,909
2,S28,S57,8785,965
2,S28,S58,8819,1041
2,S28,S59,12795,1449
2,S28,S60,3781,404
2,S28,S61,3414,353
2,S28,S62,3959,407
2,S28,S63,10492,1107
2,S28,S64,12923,1406
2,S28,S65,3980,509
2,S28,S66,3888,415
2,S28,S67,3644,395
2,S28,S68,10924,1452
2,S28,S69,12562,1385
2,S28,S70,9194,1023
2,S28,S71,2100,221
2,S28,S72,6125,623
2,S28,S73,5875,620
2,S28,S74,2275,246
2,S28,S75,9846,1240
2,S28,S76,9013,1047
2,S28,S77,6482,708
2,S28,S78,3241,354
2,S28,S79,11978,1336
2,S28,S80,12181,1364
2,S28,S81,11730,1217
2,S28,S82,11673,1325
2,S28,S83,12313,1349
2,S28,S84,7647,910
2,S28,S85,9753,1118
2,S28,S86,12548,1407
2,S28,S87,11879,1305
2,S28,S88,9703,1143
2,S28,S89,7804,908
2,S28,S90,9172,994
2,S28,S91,11327,1351
2,S28,S92,15919,1917
2,S28,S93,16247,2055
2,S28,S94,14631,1866
2,S28,S95,13774,1670
2,S28,S96,14016,1654
2,S28,S97,11793,1353
2,S28,S98,17345,1754
2,S28,S99,16439,1653
2,S28,S100,15253,1863
2,S29,S76,8057,909
2,S29,S77,5526,603
2,S29,S78,2285,254
2,S29,S79,12871,1320
2,S29,S80,13074,1371
2,S29,S81,12623,1291
2,S29,S82,13133,1332
2,S29,S83,13206,1382
2,S29,S84,8188,947
2,S29,S85,10827,1222
2,S29,S86,13441,1531
2,S29,S87,12772,1386
2,S29,S88,10596,1168
2,S29,S89,8697,1019
2,S29,S90,10065,1074
2,S29,S91,11868,1322
2,S29,S92,16460,1952
2,S29,S93,16788,2100
2,S29,S94,15172,1826
2,S29,S95,14315,1623
2,S29,S96,14557,1696
2,S29,S97,12334,1371
2,S29,S98,17886,1762
2,S29,S99,16980,1694
2,S29,S100,15794,1966
2,S29,S101,14782,1797
2,S29,S102,14887,1705
2,S29,S103,14693,1601
2,S29,S104,15259,1849
2,S29,S105,19942,2494
2,S29,S106,18863,2321
2,S29,S107,17898,2301
2,S29,S108,18724,2309
2,S29,S109,16084,1964
2,S29,S110,16857,2130
2,S29,S111,17491,2106
2,S29,S112,14610,1589
2,S29,S113,17323,1933
2,S29,S114,15373,1732
2,S29,S115,14883,1650
2,S29,S116,15223,1685
2,S29,S117,12510,1413
2,S29,S118,11395,1311
2,S29,S119,10661,1147
2,S29,S120,11453,1170
2,S29,S121,11308,1219
2,S29,S122,11972,1282
2,S30,W01320203,11653,1416
2,S30,S1,41606,2931
2,S30,S2,12365,1603
2,S30,S3,12365,1601
2,S30,S4,22395,1894
2,S30,S5,20083,2166
2,S30,S6,12833,1673
2,S30,S7,22864,1868
2,S30,S8,23069,1745
2,S30,S9,23334,1838
2,S30,S10,22103,1722
2,S30,S11,11080,1389
2,S30,S12,16201,2050
2,S30,S13,15918,2002
2,S30,S14,15364,1824
2,S30,S15,12462,1544
2,S30,S16,12396,1530
2,S30,S17,14510,1335
2,S30,S18,13469,1222
2,S30,S19,16014,1623
2,S30,S20,11583,1463
2,S30,S21,12799,1380
2,S30,S22,16630,1931
2,S30,S23,13418,1690
2,S30,S24,7202,886
2,S30,S25,4726,669
2,S30,S26,5927,827
2,S30,S27,1063,268
2,S30,S28,2391,402
2,S30,S29,2092,360
2,S30,S31,2828,480
2,S30,S32,2867,496
2,S30,S33,3327,504
2,S30,S34,4148,634
2,S30,S35,3199,495
2,S30,S36,9231,1186
2,S30,S37,9442,1179
2,S30,S38,1725,436
2,S30,S39,13369,1403
2,S30,S40,12335,1828
2,S30,S41,12356,1575
2,S30,S42,8284,1135
2,S30,S43,10106,1315
2,S30,S44,14664,1965
2,S30,S45,11902,1463
2,S30,S46,13864,1606
2,S30,S47,13426,1580
2,S30,S48,9430,1197
2,S30,S49,14984,1972
2,S30,S50,17439,2032
2,S30,S51,14655,1810
2,S30,S52,10900,1311
2,S30,S53,7017,914
2,S30,S54,10857,1300
2,S30,S55,8628,1064
2,S30,S56,9019,1130
2,S30,S57,9259,1134
2,S30,S58,9293,1205
2,S30,S59,13269,1630
2,S30,S60,3420,530
2,S30,S61,3053,468
2,S30,S62,3858,555
2,S30,S63,10806,1274
2,S30,S64,13347,1628
2,S30,S65,5468,803
2,S30,S66,3527,538
2,S30,S67,3283,493
2,S30,S68,10563,1493
2,S30,S69,12201,1500
2,S30,S70,8833,1117
2,S30,S71,2574,418
2,S30,S72,5764,727
2,S30,S73,5514,715
2,S30,S74,1914,348
2,S30,S75,9485,1351
2,S30,S76,8652,1132
2,S30,S77,6121,816
2,S30,S78,2880,469
2,S30,S79,13466,1546
2,S30,S80,13669,1588
2,S30,S81,13218,1570
2,S30,S82,13563,1552
2,S30,S83,13801,1663
2,S30,S84,8783,1131
2,S30,S85,11422,1429
2,S30,S86,14378,1792
2,S30,S87,13367,1536
2,S30,S88,11191,1389
2,S30,S89,9292,1236
2,S30,S90,10660,1315
2,S30,S91,12463,1606
2,S30,S92,17055,2174
2,S30,S93,17383,2325
2,S30,S94,15925,2020
2,S30,S95,14910,1938
2,S30,S96,15152,1798
2,S30,S97,12929,1606
2,S30,S98,18481,1947
2,S30,S99,17575,1925
2,S30,S100,16389,2188
2,S30,S101,15377,1921
2,S30,S102,15640,1901
2,S30,S103,15288,1952
2,S30,S104,15854,2128
2,S30,S105,20537,2793
2,S30,S106,19458,2531
2,S30,S107,18493,2438
2,S30,S108,19319,2623
2,S30,S109,16679,2181
2,S30,S110,17452,2337
2,S30,S111,18086,2320
2,S30,S112,15205,1823
2,S30,S113,17918,1969
2,S30,S114,15968,2080
2,S30,S115,15478,1894
2,S30,S116,15818,2031
2,S30,S117,13105,1581
2,S30,S118,11990,1536
2,S30,S119,11256,1320
2,S30,S120,12048,1395
2,S30,S121,11903,1441
2,S30,S122,12567,1503
2,S31,W01320203,12469,1436
2,S31,S1,41888,2831
2,S31,S2,9495,1388
2,S31,S3,9495,1347
2,S31,S4,16714,1748
2,S31,S5,17213,1900
2,S31,S6,13028,1415
2,S31,S7,19495,1696
2,S31,S8,19700,1563
2,S31,S9,19965,1685
2,S31,S10,17043,1709
2,S31,S11,11896,1410
2,S31,S12,16668,2045
2,S31,S13,16385,1997
2,S31,S14,16180,1853
2,S31,S15,13278,1519
2,S31,S16,13031,1483
2,S31,S17,15326,1349
2,S31,S18,14285,1240
2,S31,S19,16973,1629
2,S31,S20,12399,1484
2,S31,S21,13775,1466
2,S31,S22,17446,1956
2,S31,S23,14234,1645
2,S31,S24,7753,746
2,S32,W01320203,11108,1204
2,S32,S1,42492,2850
2,S32,S2,10270,1367
2,S32,S3,10270,1367
2,S32,S4,17315,1753
2,S32,S5,17988,1973
2,S32,S6,11694,1274
2,S32,S7,20096,1698
2,S32,S8,20301,1592
2,S32,S9,20566,1625
2,S32,S10,17644,1781
2,S32,S11,11817,1333
2,S32,S12,16589,2017
2,S32,S13,16306,1970
2,S32,S14,15731,1761
2,S32,S15,13199,1519
2,S32,S16,12952,1433
2,S32,S17,15418,1325
2,S32,S18,14377,1205
2,S32,S19,16922,1646
2,S32,S20,12320,1410
2,S32,S21,13867,1465
2,S32,S22,16997,1868
2,S32,S23,14155,1578
2,S32,S24,8110,847
2,S32,S25,1749,233
2,S32,S26,2950,364
2,S32,S27,1971,267
2,S32,S28,3299,392
2,S32,S29,2992,361
2,S32,S30,3733,605
2,S32,S31,1761,192
2,S32,S33,932,81
2,S32,S34,1738,234
2,S32,S35,3771,455
2,S32,S36,6758,782
2,S32,S37,6969,853
2,S32,S38,2633,431
2,S32,S39,10896,1079
2,S32,S40,9862,1441
2,S32,S41,11811,1344
2,S32,S42,6253,844
2,S32,S43,7633,929
2,S32,S44,13525,1586
2,S32,S45,11357,1285
2,S32,S46,11497,1273
2,S32,S47,11059,1285
2,S32,S48,7063,881
2,S32,S49,15614,1867
2,S32,S50,17806,1923
2,S32,S51,15285,1765
2,S32,S52,10355,1094
2,S32,S53,7925,879
2,S32,S54,11710,1218
2,S32,S55,9376,1059
2,S32,S56,9767,1102
2,S32,S57,10422,1098
2,S32,S58,10201,1181
2,S32,S59,14121,1500
2,S32,S60,1820,215
2,S32,S61,3961,453
2,S32,S62,4758,534
2,S32,S63,11714,1257
2,S32,S64,14305,1581
2,S32,S65,6205,772
2,S32,S66,4435,559
2,S32,S67,3892,408
2,S32,S68,9765,1087
2,S32,S69,10647,1156
2,S32,S70,6864,922
2,S32,S71,3474,402
2,S32,S72,5301,603
2,S32,S73,6422,721
2,S32,S74,2814,325
2,S32,S75,7516,1020
2,S32,S76,6683,868
2,S32,S77,7029,811
2,S32,S78,911,93
2,S32,S79,14203,1519
2,S32,S80,14406,1625
2,S32,S81,13955,1483
2,S32,S82,14300,1577
2,S32,S83,14538,1629
2,S32,S84,8650,979
2,S32,S85,11978,1327
2,S32,S86,14773,1696
2,S32,S87,14104,1509
2,S32,S88,11928,1360
2,S32,S89,10029,1212
2,S32,S90,11247,1267
2,S32,S91,11218,1142
2,S32,S92,16271,1917
2,S32,S93,16599,1994
2,S32,S94,14877,1749
2,S32,S95,15048,1704
2,S32,S96,14607,1694
2,S32,S97,12384,1375
2,S33,S73,7432,785
2,S33,S74,3825,446
2,S33,S75,8108,1092
2,S33,S76,7275,905
2,S33,S77,8039,817
2,S33,S78,1503,119
2,S33,S79,13853,1463
2,S33,S80,14056,1553
2,S33,S81,13605,1416
2,S33,S82,13950,1446
2,S33,S83,14188,1557
2,S33,S84,8300,949
2,S33,S85,11628,1273
2,S33,S86,14423,1617
2,S33,S87,13754,1441
2,S33,S88,11578,1307
2,S33,S89,9679,1134
2,S33,S90,10897,1184
2,S33,S91,10868,1076
2,S33,S92,15921,1861
2,S33,S93,16249,1953
2,S33,S94,14527,1646
2,S33,S95,14698,1648
2,S33,S96,14257,1636
2,S33,S97,12034,1384
2,S33,S98,15658,1567
2,S33,S99,14858,1500
2,S33,S100,15097,1765
2,S33,S101,14482,1652
2,S33,S102,14242,1576
2,S33,S103,14393,1553
2,S33,S104,14959,1683
2,S33,S105,20362,2429
2,S33,S106,19283,2230
2,S33,S107,18318,2129
2,S33,S108,19144,2251
2,S33,S109,17055,1870
2,S33,S110,16557,1942
2,S33,S111,17191,2053
2,S33,S112,14310,1650
2,S33,S113,17023,1896
2,S33,S114,15073,1799
2,S33,S115,14583,1702
2,S33,S116,14923,1743
2,S33,S117,12210,1355
2,S33,S118,11095,1258
2,S33,S119,10361,1089
2,S33,S120,11153,1165
2,S33,S121,11008,1219
2,S33,S122,11672,1228
2,S34,W01320203,11452,1215
2,S34,S1,42090,2858
2,S34,S2,11796,1388
2,S34,S3,11796,1345
2,S34,S4,16916,1742
2,S34,S5,20921,2004
2,S34,S6,11106,1151
2,S34,S7,19697,1729
2,S34,S8,19902,1547
2,S34,S9,20167,1638
2,S34,S10,17245,1776
2,S34,S11,12161,1389
2,S34,S12,16933,2019
2,S34,S13,16650,2006
2,S34,S14,16075,1817
2,S34,S15,13543,1571
2,S34,S16,13477,1553
2,S34,S17,16963,1698
2,S34,S18,15922,1632
2,S34,S19,18610,2017
2,S34,S20,12664,1466
2,S34,S21,14890,1538
2,S34,S22,17341,1872
2,S34,S23,14499,1631
2,S34,S24,9293,988
2,S34,S25,1042,151
2,S34,S26,2243,303
2,S34,S27,3252,458
2,S34,S28,4663,563
2,S34,S29,4364,517
2,S34,S30,5097,750
2,S34,S31,2526,335
2,S34,S32,1737,227
2,S34,S33,766,104
2,S34,S35,4115,504
2,S34,S36,7102,862
2,S34,S37,7313,903
2,S34,S38,3914,649
2,S34,S39,10414,979
2,S34,S40,10206,1489
2,S34,S41,12028,1424
2,S34,S42,6902,925
2,S34,S43,7977,992
2,S34,S44,12937,1522
2,S34,S45,11574,1313
2,S34,S46,10909,1135
2,S34,S47,10471,1192
2,S35,S22,13324,1437
2,S35,S23,10482,1125
2,S35,S24,8438,886
2,S35,S25,4163,495
2,S35,S26,5081,687
2,S35,S27,2299,258
2,S35,S28,2130,244
2,S35,S29,1831,205
2,S35,S30,2564,438
2,S35,S31,4064,470
2,S35,S32,3768,432
2,S35,S33,4288,432
2,S35,S34,4152,514
2,S35,S36,7614,852
2,S35,S37,7825,886
2,S35,S38,2961,443
2,S35,S39,11752,1155
2,S35,S40,10718,1511
2,S35,S41,10739,1278
2,S35,S42,9520,1119
2,S35,S43,8489,985
2,S35,S44,13047,1671
2,S35,S45,10285,1211
2,S35,S46,12484,1357
2,S35,S47,12046,1418
2,S35,S48,8050,1022
2,S35,S49,12048,1512
2,S35,S50,14133,1538
2,S35,S51,11719,1409
2,S35,S52,9283,1008
2,S35,S53,8253,865
2,S35,S54,11033,1213
2,S35,S55,8804,967
2,S35,S56,9195,1002
2,S35,S57,9435,1063
2,S35,S58,9469,1107
2,S35,S59,13445,1491
2,S35,S60,4656,496
2,S35,S61,4289,451
2,S35,S62,4834,500
2,S35,S63,11004,1184
2,S35,S64,13573,1495
2,S35,S65,2532,328
2,S35,S66,4763,513
2,S35,S67,4519,503
2,S35,S68,12555,1412
2,S35,S69,13437,1499
2,S35,S70,10069,1146
2,S35,S71,2750,329
2,S35,S72,7000,682
2,S35,S73,6750,719
2,S35,S74,3150,354
2,S35,S75,10721,1305
2,S35,S76,9888,1120
2,S35,S77,7357,779
2,S35,S78,4116,475
2,S35,S79,10530,1147
2,S35,S80,10733,1132
2,S35,S81,10282,1103
2,S35,S82,10627,1091
2,S35,S83,10865,1131
2,S35,S84,6460,771
2,S35,S85,8305,912
2,S35,S86,11100,1282
2,S35,S87,10431,1137
2,S35,S88,8255,924
2,S35,S89,6356,736
2,S35,S90,7724,861
2,S35,S91,10846,1252
2,S35,S92,15438,1880
2,S35,S93,15766,2026
2,S35,S94,14150,1830
2,S35,S95,13293,1550
2,S35,S96,13535,1487
2,S35,S97,11312,1361
2,S35,S98,17101,1726
2,S35,S99,16195,1664
2,S35,S100,14772,1886
2,S35,S101,13760,1720
2,S35,S102,13865,1629
2,S35,S103,13671,1640
2,S35,S104,14237,1769
2,S35,S105,17601,2343
2,S35,S106,16522,2170
2,S35,S107,15557,2053
2,S35,S108,16383,2132
2,S35,S109,13743,1699
2,S35,S110,15835,2033
2,S35,S111,15520,1958
2,S35,S112,13588,1515
2,S35,S113,16301,1850
2,S35,S114,14351,1656
2,S35,S115,13861,1587
2,S35,S116,14201,1609
2,S35,S117,11488,1284
2,S35,S118,10373,1239
2,S35,S119,9639,1060
2,S36,S95,9872,1162
2,S36,S96,10689,1177
2,S36,S97,8477,981
2,S36,S98,10938,1141
2,S36,S99,10032,1076
2,S36,S100,10271,1292
2,S36,S101,10891,1299
2,S36,S102,9522,1111
2,S36,S103,10825,1325
2,S36,S104,11391,1345
2,S36,S105,16794,2225
2,S36,S106,15715,1918
2,S36,S107,14750,1934
2,S36,S108,15576,1913
2,S36,S109,13487,1533
2,S36,S110,12989,1729
2,S36,S111,13623,1589
2,S36,S112,10742,1302
2,S36,S113,13455,1399
2,S36,S114,11505,1356
2,S36,S115,11015,1377
2,S36,S116,11355,1316
2,S36,S117,8642,997
2,S36,S118,7074,907
2,S36,S119,6793,711
2,S36,S120,7585,819
2,S36,S121,7440,834
2,S36,S122,8104,898
2,S37,W01320203,7281,851
2,S37,S1,45734,2832
2,S37,S2,16038,1857
2,S37,S3,18554,1780
2,S37,S4,22872,1723
2,S37,S5,26256,1851
2,S37,S6,6800,856
2,S37,S7,23341,1679
2,S37,S8,23546,1519
2,S37,S9,23811,1628
2,S37,S10,22580,1522
2,S37,S11,8031,1108
2,S37,S12,13152,1700
2,S37,S13,12869,1651
2,S37,S14,12315,1481
2,S37,S15,9413,1208
2,S37,S16,9347,1254
2,S37,S17,25737,1709
2,S37,S18,18543,1944
2,S37,S19,21231,2334
2,S37,S20,8534,1157
2,S37,S21,25770,1638
2,S37,S22,13581,1659
2,S37,S23,10371,1417
2,S37,S24,13592,1502
2,S37,S25,5921,789
2,S37,S26,5475,723
2,S37,S27,7453,845
2,S37,S28,7284,861
2,S37,S29,6985,815
2,S37,S30,7718,1023
2,S37,S31,7245,851
2,S37,S32,5896,738
2,S37,S33,6416,703
2,S37,S34,6280,765
2,S37,S35,6736,775
2,S37,S36,589,188
2,S37,S38,8115,1015
2,S37,S39,6108,662
2,S37,S40,5074,1079
2,S37,S41,7722,1066
2,S37,S42,15569,1291
2,S37,S43,3806,624
2,S37,S44,8631,1195
2,S37,S45,7268,984
2,S37,S46,6603,847
2,S37,S47,6165,843
2,S37,S48,2169,461
2,S37,S49,11978,1519
2,S37,S50,14390,1759
2,S37,S51,11649,1483
2,S37,S52,6528,741
2,S37,S53,13407,1530
2,S37,S54,17247,1854
2,S37,S55,15018,1695
2,S37,S56,15409,1737
2,S37,S57,15649,1757
2,S37,S58,15683,1773
2,S37,S59,20027,2303
2,S37,S60,7350,872
2,S37,S61,9443,1083
2,S37,S62,10248,1182
2,S37,S63,17196,1874
2,S37,S64,19737,2223
2,S37,S65,8522,1070
2,S37,S66,9917,1110
2,S37,S67,9673,1077
2,S37,S68,13608,1638
2,S37,S69,14490,1669
2,S38,S45,11027,1328
2,S38,S46,12989,1485
2,S38,S47,12551,1449
2,S38,S48,8555,1058
2,S38,S49,14274,1772
2,S38,S50,16359,1866
2,S38,S51,13945,1746
2,S38,S52,10025,1134
2,S38,S53,7639,893
2,S38,S54,11479,1285
2,S38,S55,9250,1072
2,S38,S56,9641,1144
2,S38,S57,9881,1133
2,S38,S58,9915,1228
2,S38,S59,13891,1587
2,S38,S60,4042,526
2,S38,S61,3675,482
2,S38,S62,4480,580
2,S38,S63,11428,1325
2,S38,S64,14019,1615
2,S38,S65,4758,658
2,S38,S66,4149,523
2,S38,S67,3905,512
2,S38,S68,11941,1478
2,S38,S69,12823,1464
2,S38,S70,9455,1178
2,S38,S71,3196,426
2,S38,S72,6386,716
2,S38,S73,6136,736
2,S38,S74,2536,363
2,S38,S75,10107,1359
2,S38,S76,9274,1106
2,S38,S77,6743,823
2,S38,S78,3502,484
2,S38,S79,12756,1488
2,S38,S80,12959,1517
2,S38,S81,12508,1435
2,S38,S82,12853,1469
2,S38,S83,13091,1453
2,S38,S84,7908,992
2,S38,S85,10712,1305
2,S38,S86,13326,1560
2,S38,S87,12657,1478
2,S38,S88,10481,1302
2,S38,S89,8582,1066
2,S38,S90,9950,1156
2,S38,S91,11588,1471
2,S38,S92,16180,2041
2,S38,S93,16508,2191
2,S38,S94,15050,1993
2,S38,S95,14035,1712
2,S38,S96,14277,1656
2,S38,S97,12054,1527
2,S38,S98,17606,1789
2,S38,S99,16700,1727
2,S38,S100,15514,1991
2,S38,S101,14502,1867
2,S38,S102,14765,1765
2,S38,S103,14413,1806
2,S38,S104,14979,1993
2,S38,S105,19827,2663
2,S38,S106,18748,2388
2,S38,S107,17783,2392
2,S38,S108,18609,2497
2,S38,S109,15969,2118
2,S38,S110,16577,2202
2,S38,S111,17211,2198
2,S38,S112,14330,1685
2,S38,S113,17043,1831
2,S38,S114,15093,1923
2,S38,S115,14603,1872
2,S38,S116,14943,1778
2,S38,S117,12230,1452
2,S38,S118,11115,1450
2,S38,S119,10381,1183
2,S38,S120,11173,1303
2,S38,S121,11028,1306
2,S38,S122,11692,1419
2,S39,W01320203,6975,935
2,S39,S1,49504,3046
2,S39,S2,19891,2094
2,S39,S3,19891,2202
2,S39,S4,26642,1951
2,S39,S5,30026,2038
2,S39,S6,4216,520
2,S39,S7,27111,1896
2,S39,S8,27316,1752
2,S39,S9,27581,1806
2,S39,S10,26350,1725
2,S39,S11,9848,1198
2,S39,S12,15166,1914
2,S39,S13,14605,1925
2,S39,S14,13510,1799
2,S39,S15,14404,1678
2,S39,S16,14338,1659
2,S39,S17,29507,1882
2,S39,S18,28466,1761
2,S39,S117,8438,1084
2,S39,S118,4772,686
2,S39,S119,6578,855
2,S39,S120,7370,934
2,S39,S121,7236,935
2,S39,S122,7900,1011
2,S40,W01320203,11418,1628
2,S40,S1,47632,3124
2,S40,S2,20452,2089
2,S40,S3,20452,2115
2,S40,S4,24770,2025
2,S40,S5,28154,2187
2,S40,S6,9525,1387
2,S40,S7,25239,1983
2,S40,S8,25444,1854
2,S40,S9,25709,1980
2,S40,S10,24478,1897
2,S40,S11,11977,1798
2,S40,S12,17098,2415
2,S40,S13,16815,2366
2,S40,S14,16261,2200
2,S40,S15,13359,1957
2,S40,S16,13293,1939
2,S40,S17,27635,2001
2,S40,S18,26594,1889
2,S40,S19,29139,2288
2,S40,S20,12480,1872
2,S40,S21,27668,2029
2,S40,S22,17527,2341
2,S40,S23,14317,2169
2,S40,S24,17538,2194
2,S40,S25,10268,1424
2,S40,S26,9822,1386
2,S40,S27,11399,1561
2,S40,S28,11230,1561
2,S40,S29,10931,1510
2,S40,S30,11664,1742
2,S40,S31,11258,1531
2,S40,S32,9909,1426
2,S40,S33,10429,1409
2,S40,S34,10293,1474
2,S40,S35,10682,1490
2,S40,S36,4695,918
2,S40,S37,4906,960
2,S40,S38,12061,1742
2,S40,S39,8833,1218
2,S40,S41,10447,1615
2,S40,S42,17467,1654
2,S40,S43,7943,1379
2,S40,S44,11356,1740
2,S40,S45,9993,1478
2,S40,S46,9328,1353
2,S40,S47,8890,1365
2,S40,S48,4894,967
2,S40,S49,15924,2276
2,S40,S50,18336,2403
2,S40,S51,15595,2178
2,S40,S52,10665,1507
2,S40,S53,17353,2224
2,S40,S54,24978,2355
2,S40,S55,22749,2156
2,S40,S56,23140,2193
2,S40,S57,23380,2197
2,S40,S58,23414,2265
2,S40,S59,30332,2229
2,S40,S60,13411,1484
2,S40,S61,13389,1770
2,S40,S62,14194,1869
2,S40,S63,30275,2216
2,S40,S64,27468,2643
2,S40,S65,12468,1788
2,S40,S66,13863,1836
2,S40,S67,13619,1805
2,S40,S68,18022,1832
2,S40,S69,18904,1878
2,S40,S70,16645,2067
2,S40,S71,12910,1711
2,S40,S72,16100,2037
2,S40,S73,15850,2053
2,S40,S74,12250,1652
2,S40,S75,19079,2005
2,S40,S76,19509,2004
2,S40,S77,16457,2119
2,S40,S78,10341,1412
2,S40,S79,14087,2005
2,S40,S80,14957,2162
2,S40,S81,15465,2183
2,S40,S82,14239,2046
2,S40,S83,14441,2051
2,S40,S84,8960,1442
2,S40,S85,12319,1819
2,S40,S86,15275,2199
2,S40,S87,14186,2052
2,S40,S88,12088,1847
2,S40,S89,10189,1639
2,S40,S90,11557,1717
2,S40,S91,9155,1322
2,S41,S67,12213,1266
2,S41,S68,20113,1852
2,S41,S69,18479,2004
